fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,payment_type,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,has_other_cards,proposed_credit_limit,device_os,keep_alive_session,device_distinct_emails_8w
0,0.6009774574542287,0.5513985539469067,,31.2,40,AB,2,CF,99,1,BE,0,1,197.8,linux,1,1.0
0,0.8048629223774488,0.7280536988689198,,49.0,50,AC,2,CA,237,1,BA,0,0,995.5,windows,1,1.0
0,0.0934174566226607,0.060182144309245386,,7.4,20,AC,18,CA,66,1,BC,0,0,201.3,other,1,1.0
0,0.3987742720852139,0.29433471057712257,12.5,141.2,20,AB,16,CA,109,1,BC,1,1,1003.6,windows,1,1.0
0,0.8006769114571027,0.9114807968676888,,194.5,10,AA,8,CF,78,1,BA,0,0,199.5,other,0,1.0
0,0.6013295969436007,0.8814985412201827,,296.3,50,AA,5,CA,271,0,BA,0,1,198.4,linux,0,1.0
0,0.4980806545613148,0.5534360449189548,,127.6,50,AA,14,CF,64,1,BC,0,0,199.4,other,0,1.0
0,0.1105399796417507,0.9511403677613868,,44.6,50,AC,5,CA,344,0,BA,0,0,498.7,linux,0,2.0
0,0.6980650513410618,0.9205689801409142,,79.5,50,AB,4,CA,40,1,BB,1,0,199.4,linux,1,1.0
0,0.6988754623650684,0.8255745412008537,40.2,167.1,30,AC,2,CA,44,0,BB,1,0,198.4,linux,1,1.0
0,0.8027990688366845,0.8580606499314463,,36.5,30,AB,10,CB,112,0,BC,0,1,199.5,linux,0,1.0
0,0.0986467072123363,0.36692893179240615,,10.9,50,AB,14,CG,90,0,BE,0,1,199.5,linux,0,1.0
0,0.802283561652152,0.5734385480105788,,5.5,30,AB,15,CA,118,1,BE,1,0,199.5,windows,1,1.0
0,0.0898891851566023,0.2407305540834715,,11.4,50,AA,18,CB,37,0,BE,1,0,201.9,linux,1,1.0
0,0.0891834431412228,0.14369746829571783,,25.9,20,AB,18,CA,73,1,BB,0,0,201.3,other,0,1.0
0,0.5971679258333356,0.5704983923100068,,44.3,50,AB,11,CA,15,1,BE,1,0,199.1,linux,0,1.0
0,0.7948735748792827,0.21071267784995648,,89.2,20,AB,14,CB,224,1,BA,0,1,1975.7,other,1,1.0
0,0.8029807886433181,0.6146712755666668,,46.9,30,AA,1,CA,85,0,BB,1,0,197.5,windows,1,1.0
0,0.7004705677924199,0.8564942769061482,,42.7,50,AD,3,CF,44,0,BB,1,0,197.8,linux,1,2.0
0,0.5980241164929297,0.40401084579067004,27.7,9.0,20,AC,11,CA,52,0,BB,0,0,199.3,linux,0,1.0
0,0.0996726850702346,0.1094974192117151,,67.4,30,AB,9,CA,264,0,BC,1,0,995.7,other,1,
0,0.4924217519030876,0.08504639538083969,23.8,25.8,70,AC,15,CA,82,0,BA,1,0,1498.6,other,1,1.0
0,0.4973557509308131,0.18913713026539547,,27.1,40,AA,10,CA,84,1,BB,1,1,498.5,other,0,1.0
0,0.7933680724812742,0.25306166580680467,,44.6,20,AB,19,CA,65,0,BC,0,1,504.0,other,1,1.0
0,0.698103889533529,0.8635068798215931,,158.5,20,AE,16,CA,57,1,BC,0,0,200.5,windows,0,1.0
0,0.6013253492365118,0.5806083412949661,,31.5,40,AC,6,CE,77,0,BC,0,0,197.6,linux,1,1.0
0,0.5034695087258861,0.8752142175400898,,40.2,40,AB,1,CB,178,1,BC,1,0,992.7,windows,1,1.0
0,0.8994248357816785,0.20341910832417198,29.1,30.5,20,AC,16,CA,89,0,BA,0,0,199.3,linux,1,1.0
0,0.6990155954811318,0.5735242187192078,,33.3,20,AB,10,CA,76,1,BE,1,0,199.3,windows,1,1.0
0,0.399488978950003,0.06344806715001933,,223.8,20,AB,2,CA,152,1,BB,0,1,1486.4,windows,1,1.0
0,0.3042555807623041,0.14388762477929637,,127.9,20,AA,1,CA,54,1,BB,1,0,493.2,windows,1,1.0
