fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,payment_type,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,has_other_cards,proposed_credit_limit,device_os,keep_alive_session,device_distinct_emails_8w
0,0.6005764055725681,0.2617558264065136,,40.2,30,AB,1,CC,102,1,BA,1,0,1505.2,other,1,1.0
0,0.6995564975362351,0.5181525797471177,,32.3,50,AB,1,CA,136,0,BA,1,0,995.2,linux,0,1.0
0,0.1001356277310599,0.11836415961091622,43.5,10.1,20,AD,16,CA,93,0,BC,0,0,1003.0,linux,0,1.0
0,0.7996666000068083,0.9081079463063377,39.1,8.1,30,AB,17,CA,11,1,BB,0,0,201.1,windows,1,1.0
0,0.6015155175310819,0.07970612082340973,31.8,5.5,30,AA,14,CA,83,1,BC,0,0,198.7,windows,1,1.0
0,0.8996938564721559,0.07034455022852039,,,40,AB,2,CA,40,0,BB,0,0,200.9,macintosh,0,1.0
0,0.2942876869989005,0.12792659828619907,,86.3,40,AC,13,CB,38,0,BC,0,0,201.0,linux,0,1.0
0,0.3003979542337147,0.8724028074387815,,88.8,50,AA,8,CA,190,0,BB,0,0,1495.4,linux,0,1.0
0,0.700481347894248,0.7592333060580246,,36.5,30,AC,4,CC,172,1,BB,0,0,497.6,windows,1,1.0
0,0.3999265126077203,0.8716885932706275,100.1,117.7,30,AA,13,CB,81,0,BB,0,0,198.5,macintosh,0,1.0
0,0.900200562344126,0.8820477384407238,,169.3,10,AC,2,CA,189,0,BB,0,0,1496.7,other,0,
1,0.0982662046337256,0.3761727482040792,,119.8,40,AC,12,CA,275,1,BA,1,1,998.6,windows,0,1.0
0,0.7983115642838797,0.9119633396310818,,56.8,40,AD,13,CA,242,0,BC,0,0,1498.2,windows,1,1.0
0,0.0989355116019843,0.19784024199771674,,191.9,60,AA,9,CF,236,0,BB,1,0,1497.3,linux,0,1.0
0,0.0967302046629039,0.4669576548097635,14.0,11.4,71,AC,14,CB,-39,1,BC,0,0,1008.2,linux,1,1.0
0,0.6006304159460398,0.29477100840498005,,7.0,20,AB,11,CG,65,0,BB,0,0,198.7,x11,0,1.0
0,0.2965459216714053,0.10620580808546065,32.1,199.4,40,AA,13,CA,278,1,BA,1,0,203.2,windows,1,1.0
0,0.8998190280085726,0.9986309097471482,,73.9,30,AB,3,CB,202,1,BA,0,0,1497.5,windows,0,1.0
0,0.2985632261222147,0.5618028820994287,,82.8,40,AD,4,CB,45,1,BB,1,1,201.3,linux,1,1.0
0,0.7992619677146937,0.4504607439581933,,112.7,30,AE,14,CA,96,1,BE,0,0,1001.1,windows,1,1.0
0,0.9010353869385271,0.3498077460686226,,13.7,10,AA,3,CA,203,0,BA,1,0,1497.9,other,1,1.0
0,0.4005173181252457,0.24070229484421965,,67.5,40,AB,6,CA,210,0,BA,0,1,1497.2,other,1,1.0
0,0.7988645546810322,0.18444807733209703,,34.6,30,AC,11,CF,261,1,BB,1,0,1498.5,linux,1,1.0
0,0.4984830284719782,0.5122909630591312,,246.7,20,AA,10,CC,41,0,BC,0,0,199.8,macintosh,1,
0,0.4026269625544087,0.2797605968977296,30.4,25.0,20,AB,17,CA,109,1,BC,0,0,198.5,other,0,1.0
0,0.1015797376860064,0.8819363357520882,28.5,8.9,20,AD,14,CA,111,1,BE,0,0,198.7,windows,0,1.0
0,0.3970786827832909,0.8161737964980189,,173.0,40,AD,12,CA,227,1,BA,1,0,1500.2,other,0,1.0
0,0.1009584077640484,0.6701581229590171,,19.2,40,AB,2,CA,195,1,BC,1,0,1496.5,other,1,1.0
0,0.198688182003957,0.1991938531744055,,58.3,40,AD,13,CA,169,0,BE,0,1,497.4,linux,0,1.0
0,0.6004626126987453,0.5057331536134553,,337.9,50,AA,1,CC,145,0,BA,1,0,199.1,macintosh,1,1.0
0,0.6003662272733332,0.5481470907142426,,136.2,40,AA,7,CA,205,0,BB,0,0,499.0,linux,0,1.0
0,0.1012104298121621,0.23179310034351625,,109.2,40,AB,4,CA,206,0,BC,1,0,1497.0,linux,0,1.0
0,0.3010974204183693,0.4559413225668576,,65.5,50,AC,10,CB,94,0,BC,0,0,198.5,x11,0,1.0
0,0.699393085792457,0.13041678922496494,172.5,10.1,60,AA,6,CA,43,0,BC,1,1,200.7,other,0,1.0
0,0.302645664644485,0.8414977769060988,,55.0,20,AA,15,CA,94,0,BC,1,1,198.6,other,1,1.0
0,0.7013719104170137,0.46953001906208147,46.7,92.2,40,AB,2,CF,184,1,BA,1,1,199.0,other,1,1.0
0,0.1009824306871945,0.0467200953613017,,34.0,50,AA,9,CA,67,1,BB,0,0,198.7,windows,1,1.0
0,0.600227960401269,0.6831576190623873,,92.3,30,AC,2,CA,200,0,BB,0,0,1497.5,linux,0,1.0
0,0.1007703334921009,0.6353785178045264,,234.6,20,AC,7,CB,59,0,BA,0,0,198.7,linux,1,1.0
0,0.7989060130205908,0.5550411268807687,,81.4,50,AB,4,CD,44,1,BC,1,0,200.4,windows,1,1.0
0,0.501492414063083,0.32104634405200383,190.6,8.0,30,AB,17,CA,130,1,BC,0,0,500.0,windows,0,1.0
0,0.8995941006617889,0.5671955141555224,,6.3,30,AD,3,CF,45,1,BB,1,1,203.7,linux,1,1.0
0,0.7986531125743441,0.0825076837279802,33.8,100.6,40,AA,13,CA,301,1,BC,1,0,1002.6,linux,0,1.0
0,0.2978790459155539,0.2768454522157327,,51.1,40,AC,5,CF,53,0,BB,0,0,498.1,other,1,1.0
0,0.3011287226989364,0.6069282375502871,81.4,364.9,30,AA,14,CA,97,1,BC,1,0,201.4,linux,0,1.0
